118,181,131,green
109,255,76,green
0,100,0,green
110,168,134,green
17,87,74,green
0,53,55,green
3,53,0,green
252,79,19,orange
235,97,35,orange
255,97,9,orange
255,71,0,orange
211,79,0,orange
229,82,38,orange
255,153,41,orange
255,94,0,orange
244,122,0,orange
255,101,44,orange
255,97,0,orange
255,179,66,orange
255,121,0,orange
225,74,4,orange
255,91,0,orange
255,110,0,orange
255,144,50,orange
254,103,0,orange
255,72,0,orange
255,95,0,orange
255,111,33,orange
255,127,0,orange
255,120,16,orange
255,141,40,orange
213,78,0,orange
255,87,33,orange
169,66,51,orange
255,102,0,orange
183,96,85,orange
255,112,52,orange
255,127,0,orange
255,74,0,orange
255,113,36,orange
172,73,34,orange
255,117,24,orange
254,39,0,orange
255,160,0,orange
255,139,0,orange
255,165,0,orange
187,76,6,orange
255,103,0,orange
168,122,91,orange
255,103,0,orange
251,145,0,orange
255,122,1,orange
251,128,67,orange
255,102,0,orange
213,106,0,orange
254,101,33,orange
255,116,0,orange
255,153,0,orange
152,40,20,orange
165,83,17,orange
255,128,0,orange
255,0,0,orange
254,103,0,orange
255,84,0,orange
249,0,0,orange
255,150,0,orange
219,99,6,orange
255,59,24,orange
195,100,83,orange
167,65,0,orange
192,74,0,orange
255,44,8,orange
166,82,0,orange
232,93,0,orange
255,141,58,orange
231,99,0,orange
177,57,28,orange
225,144,12,orange
255,168,129,orange
210,84,21,orange
224,96,42,orange
253,111,59,orange
209,86,52,orange
255,69,0,orange
243,239,227,white
188,192,204,white
224,225,220,white
210,209,205,white
161,161,161,white
214,215,210,white
240,242,238,white
217,223,224,white
197,189,184,white
236,236,236,white
162,161,174,white
219,220,222,white
214,215,215,white
253,251,251,white
212,212,209,white
249,255,241,white
211,205,208,white
250,240,230,white
255,255,255,white
255,237,231,white
210,211,206,white
238,228,220,white
242,233,228,white
191,200,195,white
229,224,217,white
179,167,179,white
191,189,193,white
223,217,215,white
199,200,202,white
180,192,206,white
132,133,140,white
175,157,135,white
255,255,255,white
200,196,184,white
192,214,212,white
242,233,228,white
192,192,192,white
101,105,116,white
161,162,170,white
208,211,255,white
173,170,165,white
243,245,255,white
199,199,199,white
189,189,189,white
207,255,207,white
164,152,170,white
201,200,206,white
248,249,254,white
192,198,201,white
255,255,255,white
221,223,236,white
176,159,134,white
207,200,195,white
146,152,159,white
125,137,159,white
171,172,171,white
229,224,221,white
210,208,210,white
162,165,182,white
192,221,236,white
197,198,199,white
174,255,255,white
185,192,211,white
211,216,220,white
145,145,147,white
234,237,244,white
197,208,216,white
224,248,255,white
218,218,212,white
199,198,167,white
255,255,255,white
249,255,255,white
198,197,198,white
198,198,198,white
166,179,182,white
201,202,209,white
255,255,255,white
205,204,208,white
172,172,172,white
223,226,232,white
0,0,0,black
10,5,2,black
4,0,8,black
4,7,7,black
5,5,5,black
8,8,8,black
10,5,2,black
23,23,23,black
1,2,7,black
4,0,8,black
9,0,0,black
27,32,35,black
29,24,23,black
49,54,57,black
17,0,17,black
37,37,37,black
47,47,47,black
40,39,45,black
9,0,0,black
36,29,33,black
28,28,28,black
0,0,0,black
28,29,33,black
10,18,13,black
1,2,7,black
3,91,188,blue
0,0,255,blue
31,38,69,blue
0,117,179,blue
8,36,179,blue
0,119,179,blue
67,117,183,blue
132,173,219,blue
126,237,255,blue
1,101,252,blue
15,31,77,blue
1,56,106,blue
0,86,125,blue
25,116,210,blue
0,217,255,blue
34,130,168,blue
22,66,146,blue
0,51,119,blue
0,82,217,blue
0,0,255,blue
0,133,220,blue
12,191,233,blue
1,119,193,blue
26,193,221,blue
0,0,154,blue
0,91,143,blue
15,59,87,blue
97,185,255,blue
120,154,179,blue
0,122,160,blue
141,190,220,blue
0,0,255,blue
79,77,153,blue
10,35,59,blue
1,53,104,blue
34,39,68,blue
79,115,142,blue
0,41,80,blue
114,138,163,blue
0,39,175,blue
76,184,255,blue
12,49,255,blue
125,157,198,blue
1,41,255,blue
25,53,96,blue
6,8,202,blue
0,59,98,blue
109,169,210,blue
0,55,97,blue
38,83,143,blue
94,106,131,blue
0,91,255,blue
26,29,64,blue
0,79,129,blue
0,31,255,blue
35,228,255,blue
0,31,93,blue
19,28,61,blue
23,77,119,blue
0,127,255,blue
67,93,169,blue
0,0,138,blue
172,219,226,blue
0,50,72,blue
90,142,194,blue
22,50,73,blue
0,15,69,blue
23,35,46,blue
0,159,255,blue
31,78,83,blue
3,37,90,blue
36,160,237,blue
0,48,143,blue
0,108,158,blue
65,253,254,blue
142,190,220,blue
0,72,186,blue
0,156,249,blue
6,42,120,blue
61,60,19,brown
74,44,42,brown
119,100,71,brown
89,60,57,brown
98,88,52,brown
133,94,66,brown
181,43,38,brown
135,110,75,brown
73,70,70,brown
150,75,0,brown
56,47,38,brown
115,98,74,brown
114,84,41,brown
152,98,60,brown
81,24,15,brown
149,69,53,brown
76,48,44,brown
153,102,51,brown
193,106,57,brown
161,114,73,brown
168,121,0,brown
119,101,71,brown
111,78,55,brown
182,158,135,brown
184,122,89,brown
176,114,74,brown
187,136,85,brown
204,136,51,brown
226,194,142,brown
105,78,65,brown
122,106,79,brown
255,65,33,brown
123,63,0,brown
64,55,75,brown
139,74,49,brown
77,56,32,brown
64,23,0,brown
117,102,104,brown
255,195,174,brown
93,57,25,brown
126,57,47,brown
162,123,97,brown
164,124,95,brown
69,45,19,brown
63,50,35,brown
255,94,75,brown
33,29,0,brown
106,85,78,brown
128,123,105,brown
100,35,26,brown
113,44,11,brown
48,23,16,brown
127,98,68,brown
69,65,59,brown
17,16,15,brown
20,14,16,brown
114,85,77,brown
52,29,13,brown
38,20,0,brown
93,59,39,brown
129,109,67,brown
255,60,0,brown
39,17,8,brown
50,33,23,brown
158,91,64,brown
61,32,25,brown
61,31,14,brown
37,18,11,brown
86,79,77,brown
74,51,34,brown
90,73,61,brown
83,39,1,brown
159,125,79,brown
50,16,7,brown
159,129,112,brown
82,82,82,grey
78,85,82,grey
80,81,86,grey
131,141,143,grey
105,112,144,grey
146,148,150,grey
94,94,94,grey
157,157,161,grey
91,95,106,grey
99,106,32,grey
111,111,111,grey
255,253,251,grey
55,55,56,grey
65,68,84,grey
135,135,135,grey
81,82,80,grey
147,148,144,grey
125,131,127,grey
70,70,72,grey
43,173,40,grey
125,127,124,grey
156,155,152,grey
159,159,159,grey
102,106,109,grey
114,122,124,grey
65,74,73,grey
135,141,145,grey
152,150,164,grey
113,112,110,grey
130,134,138,grey
149,145,140,grey
128,128,128,grey
131,132,146,grey
168,169,168,grey
169,176,180,grey
171,175,174,grey
180,181,182,grey
182,181,184,grey
187,187,187,grey
78,85,82,grey
94,94,94,grey
102,106,109,grey
113,112,110,grey
69,70,75,grey
104,105,112,grey
30,32,30,grey
88,88,87,grey
138,138,141,grey
127,0,255,violet
75,0,130,violet
63,0,71,violet
164,66,160,violet
120,93,172,violet
173,10,253,violet
217,210,255,violet
181,110,220,violet
63,32,106,violet
183,144,212,violet
40,44,57,violet
188,19,254,violet
45,23,84,violet
191,0,255,violet
54,29,71,violet
191,119,246,violet
55,0,97,violet
204,0,255,violet
255,47,81,violet
159,0,255,violet
217,194,255,violet
127,0,255,violet
112,85,255,violet
154,44,160,violet
67,41,88,violet
172,0,255,violet
127,62,152,violet
63,0,66,violet
48,29,83,violet
114,40,91,violet
87,67,91,violet
111,97,255,violet
101,75,161,violet
23,18,41,violet
67,62,109,violet
145,0,255,violet
156,81,182,violet
189,48,185,violet
121,72,91,violet
168,121,243,violet
123,99,203,violet
209,162,234,violet
255,19,255,violet
61,0,57,violet
99,34,255,violet
42,21,71,violet
42,44,62,violet
172,144,192,violet
158,67,162,violet
52,66,255,violet
158,148,200,violet
73,32,72,violet
220,192,255,violet
69,43,89,violet
28,12,255,violet
84,66,255,violet
255,255,255,violet
78,27,94,violet
82,44,255,violet
78,42,88,violet
120,81,169,violet
129,54,145,violet
194,128,213,violet
94,69,166,violet
255,67,255,violet
47,33,77,violet
31,22,255,violet
60,0,66,violet
102,84,161,violet
249,1,222,violet
55,39,60,violet
124,124,178,violet
128,0,128,violet
141,36,255,violet
122,110,190,violet
85,72,154,violet
198,6,204,violet
48,38,72,violet
58,0,255,violet
150,140,144,violet
114,78,149,violet
66,25,74,violet
122,84,127,violet
90,63,255,violet
255,55,255,violet
63,35,255,violet
106,81,167,violet
79,45,141,violet
255,42,255,violet
145,0,255,violet
128,55,144,violet
79,63,116,violet
137,69,133,violet
